source,source_label,target,target_label
1532,Elpidia Carrillo,3496,Zaide Silvia Gutiérrez
1533,Otto Jespersen,3497,Johanna Mørck
168,Frances Conroy,1421,Fred Willard
192,Will Forte,2359,Nicholas Braun
339,Zooey Deschanel,169,Will Ferrell
1022,Jordana Brewster,1332,Geoff Stults
1534,Diahann Carroll,3498,Mykel Shannon Jenkins
1387,Alice Krige,3499,Christian Campbell
481,Fisher Stevens,2496,Elizabeth Berkley
1374,James Nesbitt,3500,Ash Cook
1446,Teri Polo,1572,Kevin Pollak
237,Michael Emerson,778,Mark Valley
1535,Jane Goodall,3501,Jerry Brown
1220,Bashar Rahal,3502,Shelly Varod
464,Alexa PenaVega,166,Jake Busey
1536,Chris Brochu,1190,Jeff Fahey
170,Ray Winstone,3503,Joe Egan
1164,Madeline Kahn,2320,Harvey Korman
133,Morgan Freeman,3504,Sofie Gråbøl
14,Kevin Spacey,127,Demi Moore
1537,Murray Bartlett,3505,Adrian Gonzalez
330,Anjelica Huston,3506,Matt Gerald
9,J.K. Simmons,2574,Melissa Benoist
641,Alice Braga,3481,Seu Jorge
1226,Danny Dyer,3507,John Simm
1538,Corbin Bleu,3508,Rus Blackwell
185,James Franco,2157,Bruce Davison
1539,Thomas Bo Larsen,3509,Alexandra Rapaport
84,Zack Ward,3510,Darren McGavin
1540,Armando Riesco,2183,Ramon Rodriguez
1541,Roddy McDowall,3511,Perry King
1332,Geoff Stults,2530,Kenan Thompson
1062,Samantha Morton,1602,Rupert Graves
1542,François Bégaudeau,3512,Agame Malembo-Emene
1173,John Cassavetes,248,Mia Farrow
1543,Lee Marvin,1893,Woody Strode
940,Peter Gallagher,3513,Terry Walters
1544,Catalina Sandino Moreno,3514,Wilson Guerrero
303,Goran Visnjic,984,Lou Taylor Pucci
503,Krista Allen,324,Eric Dane
723,John Belushi,125,Karen Allen
1545,Honor Blackman,3515,Gert Fröbe
1546,Sarah Gadon,3420,Douglas Smith
1547,Donna Reed,3516,Lionel Barrymore
47,Kelly Macdonald,209,Shirley Henderson
88,Bernie Mac,357,Cedric the Entertainer
1548,Sprague Grayden,3517,Molly Ephraim
1374,James Nesbitt,2281,David Kelly
1253,Michael Moore,697,Dick Clark
217,Li Gong,3518,Daoming Chen
1549,Clu Gulager,3519,Robert Rusler
486,Julian Sands,1602,Rupert Graves
1550,Rhys Wakefield,3520,Adelaide Kane
1551,Danielle Kotch,3521,Victoria Leigh
1552,Nancy O'Dell,3522,Mikki Padilla
1553,Burl Ives,1439,Judith Anderson
1554,Linda Harrison,3523,Gregory Sierra
614,Kevin Zegers,454,Bill Cobbs
1555,Veronica Taylor,3524,Eric Stuart
1025,Tony Goldwyn,3525,Ron Palillo
1370,William Holden,3526,Sessue Hayakawa
256,Ariana Richards,1462,Royal Dano
1556,Ed Lauter,1011,Bruce Dern
1557,Fred MacMurray,2326,Ray Walston
1413,Kane Hodder,3527,Leslie Jordan
1558,Tamara Toumanova,3528,Lila Kedrova
1129,Common,761,Dave Chappelle
128,Michael Fassbender,2322,Kodi Smit-McPhee
574,Blair Underwood,3529,LisaGay Hamilton
837,Omari Hardwick,795,Donald Faison
1559,Shirley Jones,3363,Jean Simmons
1560,Maximilian Schell,1489,Montgomery Clift
795,Donald Faison,3530,Deon Richmond
1561,Matthew Senreich,3531,Seth Green
1489,Montgomery Clift,3532,Walter Brennan
561,Mo'Nique,3533,Jimmy Jean-Louis
1562,Seamus Davey-Fitzpatrick,3534,Ariane Labed
1563,John Astin,3535,Robert Neary
1564,Angus Scrimm,3536,A. Michael Baldwin
260,Loretta Devine,1320,Kimberly Elise
724,America Ferrera,408,Lupe Ontiveros
1501,Rachel Griffiths,3537,Jessica De Gouw
1565,John Abraham,3538,Lisa Ray
616,Archie Panjabi,1240,Jimi Mistry
1566,Callie Thorne,2960,Brian Van Holt
1325,Indira Varma,3019,Sarita Choudhury
51,Oliver Platt,2348,Thomas Ian Nicholas
1567,Peter Ostrum,3539,Jack Albertson
486,Julian Sands,3540,Zach Galligan
1568,Kristy Swanson,3541,George Hamilton
104,Sam Shepard,3542,Stuart Margolin
75,Matthew McConaughey,734,Rob McElhenney
433,Julie Benz,68,Judy Greer
64,Gary Oldman,521,Michael Wincott
1569,Greta Gerwig,3543,Grace Gummer
626,Terry Pheto,3544,Nambitha Mpumlwana
96,Philip Seymour Hoffman,175,Jon Lovitz
1570,Eddie Griffin,3545,Joe Howard
4,Johnny Depp,200,Haley Joel Osment
1117,Min-sik Choi,3546,Ji-tae Yu
1571,Robyn Lively,3547,Michael Bolten
610,Gregory Smith,3548,Robb Wells
1572,Kevin Pollak,3549,Héctor Jiménez
499,Bokeem Woodbine,2765,Dan Hedaya
1573,William Morgan Sheppard,3550,Kevin Gage
128,Michael Fassbender,3551,Harry Treadaway
1569,Greta Gerwig,3552,Megalyn Echikunwoke
934,Craig T. Nelson,348,Colm Feore
399,Kirsten Dunst,194,Adam Scott
1243,Danny Pino,3553,Megan Hilty
462,Virginia Madsen,2844,Aaron Ashmore
1574,Michael Gross,3554,William Atherton
642,George Kennedy,2718,Cjon Saulsberry
1575,Susan Hampshire,3555,Amanda Mealing
1576,Alicja Bachleda,3556,Kostja Ullmann
1577,Johnny Pacar,1213,Eric Stoltz
1578,Matt Cohen,3557,Betsy Russell
1003,Gretchen Mol,3558,Patti LuPone
283,Michael Biehn,1162,Lauren German
986,Aidan Quinn,1597,Iben Hjejle
779,Frank Grillo,1215,Scott Mechlowicz
1579,Neil Hopkins,3559,Darren Keefe Reiher
4,Johnny Depp,12,Alan Rickman
372,Taylor Negron,314,Michael Rapaport
1580,Tom Everett Scott,2920,Amy Sedaris
1581,John Savage,3560,Kristi Clainos
267,Christopher Meloni,55,Amy Poehler
1582,French Stewart,3561,Ashley Martin
507,Michael Jai White,3562,Alex Meraz
1543,Lee Marvin,1348,Angie Dickinson
1229,Stephanie Szostak,3563,Sarah Rafferty
1254,Noel Gugliemi,3564,David Bianchi
1113,Julian Morris,3565,Shantel VanSanten
499,Bokeem Woodbine,3566,Brooke Newton
1583,Everett McGill,3567,Jack Taylor
180,Hayley Atwell,2198,Derek Jacobi
423,Mike Starr,1881,Stacy Keach
68,Judy Greer,3568,Cybill Shepherd
1516,Fernanda Montenegro,3569,Matheus Nachtergaele
1584,Ann-Margret,3570,Glenn Ford
1585,Anthony L. Fernandez,2237,Nick Chinlund
1586,Dyan Cannon,1316,Michael Nouri
1587,Olivia Rose Keegan,3571,Patrick Bauchau
1588,Greg Crowe,1641,James Ransone
755,Lee Remick,2699,Patrick Troughton
1589,Cécile De France,3191,Maïwenn
1590,Maeve Dermody,3572,Patrick Brammall
1261,Q'orianka Kilcher,3573,Gregory Cruz
1591,Isaac Hayes,3574,Paula Jai Parker
1592,Nehemiah Persoff,3575,Joe E. Brown
1413,Kane Hodder,1775,Terry Kiser
1593,Margaret Hamilton,3576,Terry
1164,Madeline Kahn,2486,Peter Boyle
1594,Megan Park,2857,Shawn Roberts
1478,Vidya Balan,3577,Sanjay Dutt
1212,Peter Fonda,3578,Patricia Richardson
1595,Teri Garr,3579,Kelly Reno
1596,Bhavkhandan Singh Rakhra,3580,Neeru Bajwa
1597,Iben Hjejle,3581,Frank Hvam
1543,Lee Marvin,3582,Cesar Romero
1598,Rijk de Gooyer,3583,Ariane Schluter
1599,Spencer Tracy,1624,Esther Williams
1164,Madeline Kahn,1448,David Huddleston
1600,Judie Aronson,3584,Tom Everett
1601,Joanna Kulig,3585,Agata Trzebuchowska
1602,Rupert Graves,3175,Denholm Elliott
699,Joe Lo Truglio,3586,Laurie Metcalf
4,Johnny Depp,236,Charlize Theron
1603,Gerry Lopez,3587,Gabrielle Reece
1604,Karra Elejalde,3588,Nacho Vigalondo
1605,Jack Kao,1910,Bo Huang
1606,Brianna Brown,3589,Nick Searcy
1347,Rita Moreno,891,Debbie Reynolds
1607,Joe Cross,3590,Joel Fuhrman
1608,Essence Atkins,1666,Alanna Ubach
1609,Barack Obama,3591,Zackary Steven Graham
800,Scout Taylor-Compton,1242,Tyler Mane
36,Tom Hanks,236,Charlize Theron
1610,Tom Atkins,2751,Dan O'Herlihy
1541,Roddy McDowall,541,M. Emmet Walsh
1611,Patricia Neal,3592,Melvyn Douglas
1612,David Jason Perez,3593,La'Princess Jackson
66,Keanu Reeves,1452,Udo Kier
1540,Armando Riesco,3594,Michael Weston
1613,Hanno Pöschl,3595,Hans Weingartner
1614,Patrick Huard,3596,Michel Côté
855,Billy Crudup,1062,Samantha Morton
1615,Joan Chen,3597,Ato Essandoh
1616,Satish Kaushik,3598,Christopher Simpson
284,Frank Langella,3599,Joshua Ormond
678,Sarah Polley,1481,Julian Richings
848,Shailene Woodley,546,Jennifer Jason Leigh
1033,William Hurt,231,Elden Henson
1617,Bill Maher,3600,Tal Bachman
1043,Larry David,1797,Sheryl Crow
751,Bruce McGill,3601,Diana Scarwid
285,Gary Cole,391,Stephen Root
1359,Katharine Ross,3602,Carly Schroeder
1618,Dustin Lance Black,3603,Emily Pearson
223,Larry Miller,1395,Anupam Kher
1619,Benno Fürmann,3604,Rüdiger Vogler
1620,Leonor Varela,1151,Jacob Vargas
933,Linda Cardellini,677,Rainn Wilson
1621,Ashley Scott,2134,Piper Mackenzie Harris
363,Clifton Collins Jr.,3605,Cecilia Pillado
453,Natasha Lyonne,3606,Emmanuel Kabongo
88,Bernie Mac,730,Harry Lennix
366,Marc Blucas,2251,Max Ryan
1622,Anthony 'Citric' Campos,2316,Patrick Fischler
1623,Simon Merrells,3607,Kevin Leslie
1057,Stephen Graham,447,Joseph Gilgun
702,Julian Glover,362,Sean Pertwee
1624,Esther Williams,3608,Basil Rathbone
1625,Jossara Jinaro,771,Aimee Garcia
553,Ethan Embry,439,Michael O'Neill
1626,Agnes Moorehead,983,Ava Gardner
564,Tom Skerritt,2953,Cinda McCain
510,Topher Grace,722,Ellen Burstyn
175,Jon Lovitz,2509,Phil Hartman
1627,Leopold Stokowski,3609,Deems Taylor
220,Roy Scheider,2793,Fernando Rey
1628,Nicole Smolen,3610,Sebastian Aguilar
1629,Richard Brooker,3611,Dana Kimmell
1630,Tiffany Helm,3612,Melanie Kinnaman
1178,Henry Thomas,1166,Louise Fletcher
464,Alexa PenaVega,307,Delroy Lindo
1631,Brian Austin Green,3613,Kayla Ewell
1632,Jessica Tandy,3614,Greer Garson
1416,Jessica Lowndes,3615,Ethan Peck
1633,Saeed Jaffrey,3616,Zohra Segal
629,Ryan Guzman,1848,James Wolk
1634,Rachel Skarsten,3617,Daniel Kash
1635,Myrna Loy,1400,Teresa Wright
93,Kelli Garner,73,Nick Stahl
1636,Jørgen Langhelle,3618,Per Christian Ellefsen
1637,Michael Derek,3619,Arturo Castro
1638,Manuela Velasco,3344,Pablo Rosso
445,Rosie Perez,3620,Martha Higareda
1639,Travis Myers,3621,David Proval
1640,Walter Hendrix III,3622,Michael Chapman
1641,James Ransone,3623,Maria Doyle Kennedy
1425,Robert Shaw,3624,Daniela Bianchi
1642,Phoebe Legere,3625,Jessica Dublin
1643,Carroll O'Connor,3626,Alan Autry
743,Woody Allen,3627,John Beck
1644,Maika Monroe,3628,Ruby Harris
743,Woody Allen,3180,John Carradine
229,Robert Duvall,3629,Brock Peters
1645,Vernon Wells,82,Bruce Spence
912,Andy Lau,3241,Anita Mui
394,James Mason,2365,Shelley Winters
1646,Alicia Goranson,3630,Brendan Sexton III
1647,Eric Sheffer Stevens,3631,Julia Taylor Ross
1085,Sebastian Koch,3632,Ulrich Mühe
1648,Ben Davies,1466,Alex Kendrick
1123,George C. Scott,728,Jackie Gleason
1649,Hedy Lamarr,1599,Spencer Tracy
1650,Michel Robin,3633,Charles Linton
1651,Michael Greyeyes,1872,Irene Bedard
165,Josh Hutcherson,1987,James Urbaniak
1652,Vernon Dobtcheff,3634,Albert Delpy
1653,Adriana Barraza,3635,Jorge Salinas
188,Holly Hunter,3636,Sarah Clarke
843,Dean Stockwell,3637,Celeste Holm
40,Jennifer Lawrence,3638,Shelley Waggener
1654,Nicholas Aaron,3639,Brendan Mackey
1655,Tyrone Power,1255,Don Ameche
1656,Najarra Townsend,1673,Brad William Henke
112,Matt Damon,3640,George W. Bush
1657,Vanessa Lengies,3641,Emily Ratajkowski
1658,Henry Silva,3642,Gano Grills
9,J.K. Simmons,37,Christian Bale
250,David Oyelowo,1620,Leonor Varela
221,Julia Roberts,2421,Enrico Colantoni
1659,Kathleen Wilhoite,3643,Tawny Kitaen
1660,Stephen Colbert,2920,Amy Sedaris
960,Julie Christie,597,Brian Blessed
1661,Sook-Yin Lee,3644,Peter Stickles
1662,Ari Folman,3645,Ronny Dayag
1663,Noah Danby,1897,Kirby Heyborne
1399,Campbell Scott,3646,Dick Cheney
791,Alexander Skarsgård,2489,David Fine
206,Anne Hathaway,2386,Jon Tenney
1664,John F. Kennedy,3647,Buzz Aldrin
239,Bruce Greenwood,798,Zoe Kazan
1364,Hugh M. Hefner,1617,Bill Maher
1665,Danny Aiello,1918,Manny Perez
1666,Alanna Ubach,841,Bob Balaban
1667,Matt Bennett,3648,Krysta Rodriguez
741,Christopher Lambert,901,Isabelle Adjani
89,Robin Williams,444,Mark Margolis
1668,Jess Weixler,3649,Nathan Parsons
1669,Jeffrey Falcon,3650,Stephane Gauger
1670,Karisma Kapoor,3651,Bobby Deol
1671,Paul Kaye,3652,Neil Maskell
16,Peter Dinklage,29,Steve Buscemi
215,Bob Hoskins,3317,Annette Badland
282,Jeremy Irvine,1697,Caleb Landry Jones
158,Joe Morton,550,Colin Ferguson
1312,Saif Ali Khan,3653,Sanjay Mishra
294,Vincent Pastore,3491,Frank Vincent
1466,Alex Kendrick,3654,Jansen Panettiere
222,Anna Kendrick,2673,Jeremy Jordan
1672,Merritt Wever,2416,Amy Ryan
1328,Melinda Clarke,3655,Kent McCord
38,Jason Statham,107,Chris Evans
1673,Brad William Henke,2735,Kate Burton
781,Martin Starr,2730,Megan Mullally
1674,Jordi Vilasuso,3656,Michael McLafferty
128,Michael Fassbender,2299,Jack O'Connell
640,Frances Fisher,1284,James Kyson
1318,MyAnna Buring,145,James Corden
1675,Rapulana Seiphemo,3657,Kenneth Nkosi
108,Colin Salmon,2454,Lee Evans
1676,Mackenzie Gray,3658,Sean Rogerson
1677,Peter McQuinn,3659,Tommy Knight
1678,Daniel Baldwin,3660,William Lee Scott
1679,Alice Cooper,3661,Tim Rice
743,Woody Allen,3662,Charlotte Rae
1680,Paul Sheehan,3663,Linus Roache
764,Nicholas Gonzalez,3664,Mario Cimarro
1681,Steven Weber,2946,Tim Daly
1682,Rita Hayworth,3665,Everett Sloane
1683,Mircea Monroe,1718,Lew Temple
43,Jake Gyllenhaal,2126,M.C. Gainey
1254,Noel Gugliemi,682,Saffron Burrows
1684,Sunil Narkar,3666,Ben Schwartz
1685,Kate Maberly,3454,Kevin McCarthy
941,Sally Hawkins,203,Curtiss Cook
21,Christopher Lee,3667,Lex Barker
1686,Jon Mack,2465,Powers Boothe
1687,Buster Keaton,3668,Zero Mostel
1253,Michael Moore,3669,Eddie Vedder
862,William McNamara,896,Kevin Alejandro
1688,Trenton Rostedt,3670,Wray Crawford
614,Kevin Zegers,2663,Bella Heathcote
1689,Melissa Bolona,3671,Michael Aaron Milligan
66,Keanu Reeves,738,Daniel Roebuck
268,Peter Coyote,3672,Anthony Edwards
1690,Paul McGillion,3673,Mike 'The Miz' Mizanin
35,Ryan Reynolds,2301,Samantha Mathis
931,Craig Roberts,208,Paddy Considine
1691,Khalid Abdalla,3674,Ahmed Hassan
1692,Karl E. Landler,3675,Lizzie Brocheré
56,Chloë Grace Moretz,68,Judy Greer
1693,Lauren Gottlieb,3676,Remo
4,Johnny Depp,630,Lin Shaye
1694,Paul McGill,3677,Philippe Petit
1695,Siobhan Marshall,3678,Peter Feeney
1696,Logan Browning,3679,Adam Ratcliffe
1697,Caleb Landry Jones,3680,Ashley Bell
939,Kristin Scott Thomas,2356,Ophelia Lovibond
376,Marlon Brando,1748,Karl Malden
1123,George C. Scott,1522,Slim Pickens
1698,Damián Alcázar,3681,Ana Claudia Talancón
309,Quvenzhané Wallis,3682,Gina Montana
1541,Roddy McDowall,3683,Paul Williams
986,Aidan Quinn,3684,David Patrick Kelly
1699,Donna Murphy,3685,Bill Irwin
1700,Hansika Motwani,3686,T.R. Silambarasan
400,Quentin Tarantino,3687,J.J. Abrams
29,Steve Buscemi,3418,Gary Farmer
1701,Tshewang Dendup,3688,Lhakpa Dorji
306,Clint Eastwood,1011,Bruce Dern
1702,Humphrey Bogart,3689,Jim Backus
1703,George Newbern,2233,Tom Cavanagh
1704,Kimberley Crossman,3690,Luke Edwards
1580,Tom Everett Scott,3691,Keenan Tracey
1705,Christian Keyes,1608,Essence Atkins
915,Moritz Bleibtreu,3692,Ludger Pistor
1706,James Duval,3693,Will Estes
583,Natasha Henstridge,3694,CJ Adams
1707,Matthew Alan,3695,Chris Cleveland
724,America Ferrera,1404,Eugenio Derbez
1541,Roddy McDowall,3696,Gordon Jump
387,Tom Wilkinson,782,Sissy Spacek
1708,Sarah Butler,2552,Chad Lindberg
1709,Ally Walker,637,Illeana Douglas
208,Paddy Considine,3697,Natalie Press
1710,Nawazuddin Siddiqui,1476,Nimrat Kaur
209,Shirley Henderson,953,Joan Allen
1711,Jean Arthur,3698,Ann Miller
1489,Montgomery Clift,1547,Donna Reed
1712,Harry Carey Jr.,3699,Ben Johnson
1713,Shawnee Smith,3700,Michael Welch
1570,Eddie Griffin,3701,Clifton Powell
1608,Essence Atkins,854,Lamman Rucker
1714,Yasmine Al Massri,3702,Adel Karam
530,Stephen Rea,3703,Pixie Davies
1715,Ohad Knoller,3704,Lior Ashkenazi
45,Harrison Ford,1595,Teri Garr
1716,Annabelle Wallis,3705,Revathy
529,Catherine Deneuve,1963,Jean-Paul Belmondo
68,Judy Greer,3706,Marisa Coughlan
1717,Dustin Ingram,3707,Gage Golightly
98,Ty Burrell,614,Kevin Zegers
1718,Lew Temple,576,Cheryl Hines
1000,Bolo Yeung,3708,Donald Gibb
1024,Claude Rains,1711,Jean Arthur
172,Rosario Dawson,3709,Leo Fitzpatrick
1719,William Baldwin,3710,Elizabeth Meriwether
1720,Scott Cohen,3711,Jennifer Westfeldt
1146,Honglei Sun,3065,Ni Yan
1721,Matthew Ziff,3712,T.J. Storm
1722,Norman Lloyd,3713,Rhonda Fleming
239,Bruce Greenwood,432,Mia Kirshner
330,Anjelica Huston,1222,Vincent Gallo
630,Lin Shaye,3269,Barbara Hershey
155,Del Zamora,3134,Tracey Walter
1528,Ricardo Darín,3714,Gastón Pauls
1723,Ami Ayalon,3715,Yuval Diskin
1724,Beau Bridges,2334,Susanna Thompson
1725,Donald Glover,1433,Alia Shawkat
1213,Eric Stoltz,3716,Salvator Xuereb
353,Ryan Gosling,3717,Theresa Russell
582,Michael Angarano,1502,Connor Paolo
1726,Ward G. Smith,3718,Lisa Brave
1727,Paul Guilfoyle,3630,Brendan Sexton III
1728,Jessy Schram,3719,Jeff Garlin
332,Dorian Missick,627,Nia Long
1729,Joel David Moore,1413,Kane Hodder
1730,Paulette Goddard,3720,Stanley Blystone
511,Brian Dennehy,986,Aidan Quinn
1530,Ted Raimi,3495,Dan Hicks
71,Vivica A. Fox,1903,Monica Calhoun
1731,Jay Mohr,3721,Jim O'Heir
740,Rip Torn,3722,Jenny O'Hara
1732,Brian Lee Franklin,3723,John Arcilla
1299,Stephen McHattie,3724,Georgina Reilly
58,Jimmy Bennett,3725,Joey Lauren Adams
1733,Angela Sarafyan,3726,Jaime Zevallos
1319,Sid Haig,3095,Dee Wallace
1734,Morgana O'Reilly,3727,Bruce Hopkins
1735,Lee Scott,3728,Jon Hunter
1736,Nicole Muñoz,3729,Sarah Lind
152,Chazz Palminteri,314,Michael Rapaport
1737,Monica Barladeanu,3730,Joe Armstrong
1738,Ashanti,3731,Amber Marshall
1739,Brighton Sharbino,166,Jake Busey
1740,Katrina Law,3732,Johnny Messner
59,Tom Cruise,229,Robert Duvall
1741,Timothy Hutton,3733,Balthazar Getty
508,Rudy Youngblood,3734,Glen Powell
1742,Adriana Caselotti,3735,Billy Gilbert
1465,Mía Maestro,3736,Mercedes Morán
1743,Brigitte Bardot,1893,Woody Strode
1744,Zak Penn,3737,Gabriel Beristain
310,Lea Thompson,3738,Christina Moore
1745,Camren Bicondova,3739,Adam DiMarco
1084,Mathieu Amalric,3740,Léa Drucker
1746,Jessica Szohr,3741,Jonathan Mangum
1747,Burgess Meredith,3582,Cesar Romero
38,Jason Statham,254,Jason Flemyng
374,Barry Corbin,751,Bruce McGill
1748,Karl Malden,3742,Michael Douglas
1749,Ulrich Thomsen,3743,Paprika Steen
29,Steve Buscemi,672,Debi Mazar
1750,Long Nguyen,3744,Kieu Chinh
324,Eric Dane,125,Karen Allen
1299,Stephen McHattie,3188,Thure Lindhardt
102,Bruce Willis,1153,Miko Hughes
1751,James Morrison,3745,Tucker Smallwood
1752,Elina Abai Kyzy,3746,Aziz Muradillayev
1753,Maury Chaykin,3747,Lenore Zann
68,Judy Greer,246,Adam Goldberg
1401,Abhishek Bachchan,3748,Uday Chopra
1754,Noureen DeWulf,3749,Bryan Callen
198,Bella Thorne,3750,Chloe Bridges
448,Laurence Olivier,3751,Joan Fontaine
1755,Betsy Palmer,3752,Adrienne King
1756,Ray Milland,3753,Jane Wyman
1037,Daniel Stern,1087,John Heard
1254,Noel Gugliemi,3754,Jenni Rivera
1757,Vic Mignogna,2128,Omar Benson Miller
767,Joseph Cotten,3755,Jean Peters
1541,Roddy McDowall,3756,Walter Pidgeon
753,Mary Lynn Rajskub,3757,Riley Keough
302,Rami Malek,3758,Elvis Nolasco
940,Peter Gallagher,3759,Laura San Giacomo
237,Michael Emerson,1077,Monica Potter
1758,Geoffrey Arend,328,Daniel von Bargen
1759,Zuhair Haddad,730,Harry Lennix
1760,Ximena Ayala,3760,Vera Wilson
66,Keanu Reeves,67,Jon Hamm
1219,Naseeruddin Shah,3761,Randeep Hooda
94,Matthew Broderick,274,Rory Culkin
1761,Jerry Mathers,1523,John Forsythe
102,Bruce Willis,133,Morgan Freeman
453,Natasha Lyonne,472,Clea DuVall
71,Vivica A. Fox,1378,Drew Waters
400,Quentin Tarantino,29,Steve Buscemi
1762,Spring Byington,3762,Nigel Bruce
306,Clint Eastwood,3763,Luigi Pistilli
1763,Alex Huszar,3764,Regina Casé
1764,Jason Marsden,3765,Marshall Allman
1765,Lemmy,3766,Coyote Shivers
1766,NA,1766,NA
89,Robin Williams,557,Sarah Silverman
1767,Déborah Révy,3767,Johnny Amaro
1768,Nataniel Sánchez,3768,Antonio Arrué
615,Marley Shelton,2602,Scott Adsit
1769,Rich Ceraulo,3769,Denise Boutte
1770,Errol Flynn,1114,David Niven
1372,Michael Berryman,3770,Kristin Booth
1771,Christie Burke,3771,Victor Zinck Jr.
1666,Alanna Ubach,1151,Jacob Vargas
1772,Redd Foxx,3772,Cleavon Little
862,William McNamara,3773,Sabrina Carmichael
1773,Seregon O'Dassey,3774,Deirdre Lorenz
35,Ryan Reynolds,533,Dane Cook
208,Paddy Considine,3775,Gary Stretch
1774,Richard Cawthorne,3776,John Jarratt
1775,Terry Kiser,1549,Clu Gulager
1766,NA,1766,NA
1776,Sarah Murphy-Dyson,3777,CindyMarie Small
1777,Sean Cameron Michael,3778,Frank Rautenbach
1778,Chris Gauthier,3779,Marilyn Norry
1779,Iko Uwais,3780,Yayan Ruhian
1577,Johnny Pacar,1645,Vernon Wells
1780,Piero Maggiò,3781,Anella Vastola
1702,Humphrey Bogart,1024,Claude Rains
1781,Talia Zucker,3782,Rosie Traynor
1277,Ranbir Kapoor,3783,Shazahn Padamsee
1011,Bruce Dern,3784,Ron Rifkin
240,Sylvester Stallone,1747,Burgess Meredith
1782,Christopher Abbott,2908,Brady Corbet
160,Jamie Lee Curtis,990,Hal Holbrook
27,Albert Finney,3477,Susannah York
1783,Shelley Hennig,3785,Renee Olstead
161,Robert De Niro,271,Albert Brooks
660,Patrick Macnee,1211,Robert Picardo
1784,Ursula Andress,3786,Jack Lord
375,Jesse McCartney,3787,Ingrid Bolsø Berdal
1785,Andrew Robinson,3788,Ashley Laurence
1786,Benjamin A. Onyango,3789,Robin Givens
1113,Julian Morris,285,Gary Cole
1787,Hiroshi Abe,3790,Naomi Nishida
353,Ryan Gosling,749,Mike Vogel
614,Kevin Zegers,2195,Felicity Huffman
1788,Fernanda Andrade,3791,Claudiu Trandafir
1007,Charles Napier,3792,Cynthia Myers
1789,James Drury,3793,Neville Brand
1790,Billy West,3794,Al Gore
1791,James Brown,3795,Richard Jaeckel
1792,Mick Jagger,3796,Keith Richards
